5919.90084073586,-15.794826681804063,0.1
5919.575521325405,-32.677443741883025,0.20691380811147891
5918.183674897797,-67.57666460870544,0.42813323987193935
5912.242152808868,-139.49441081175667,0.8858667904100828
5887.119965779756,-285.73699600024963,1.8329807108324356
5785.038233646888,-566.878749499386,3.792690190732248
5428.935296370544,-997.1881947423717,7.847599703514613
4640.2144606930815,-1257.8277219098052,16.237767391887218
3871.8361085209845,-978.9656717819273,33.59818286283781
3537.682636142598,-564.9627167404748,69.51927961775601
3442.9419240480606,-315.3996363823805,143.84498882876616
3418.140460121871,-219.68986957046025,297.63514416313194
3405.513645508888,-242.57272592660013,615.8482110660267
3373.904450003017,-396.0671717029891,1274.2749857031336
3249.673719526995,-742.0301829777005,2636.650898730358
2808.423185495856,-1305.924162464249,5455.5947811685255
1779.4087896271944,-1698.9660879948128,11288.378916846883
701.9588433822435,-1361.4674351816855,23357.214690901215
208.28978681589047,-777.6453690080142,48329.30238571752
65.93273498232111,-392.50667235657,100000.0
